loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
7925, 36 months,8.9,251.65,A,A5,Accounting Assistant,9 years,OWN,34550,Source Verified,Mar-14,Fully Paid,credit_card,Credit card refinancing,11.65,Mar-04,5,0,10694,75.8,7,f,INDIVIDUAL,1,0,"54043 Jeff Crossing
Wilsonfort, DE 05113"
12000, 60 months,14.65,283.28,C,C5,Registered Nurse,2 years,OWN,60000,Source Verified,Oct-15,Fully Paid,credit_card,Credit card refinancing,11.9,Aug-93,10,2,12830,77.8,36,w,INDIVIDUAL,3,1,"18361 Rhonda Lakes
Wendyfurt, DE 29597"
25000, 36 months,10.99,818.35,B,B4,Operations Controller - Finance,10+ years,MORTGAGE,136100,Source Verified,Mar-15,Fully Paid,debt_consolidation,Debt consolidation,19.62,Aug-79,10,0,46662,91.1,20,w,INDIVIDUAL,2,0,"586 Katelyn Dam Apt. 613
Jacobview, MA 00813"
7000, 36 months,15.8,245.41,C,C3,Brown's Insurance Agency,6 years,RENT,107000,Not Verified,Mar-13,Fully Paid,debt_consolidation,Debt consolidation,13.47,Jul-00,29,0,5802,67.5,43,w,INDIVIDUAL,2,0,"2153 Michael Curve Suite 880
Rodgersberg, OH 00813"
5000, 36 months,15.61,174.83,D,D1,Machinist,10+ years,RENT,55000,Not Verified,Aug-15,Charged Off,debt_consolidation,Debt consolidation,12.52,May-03,13,0,14596,39.1,27,w,INDIVIDUAL,0,0,"PSC 4893, Box 7293
APO AP 22690"
28000, 36 months,14.99,970.5,C,C5,EVP of Strategy,10+ years,MORTGAGE,264000,Verified,Aug-14,Fully Paid,debt_consolidation,Debt consolidation,15.05,Dec-98,17,0,252824,69.3,43,f,INDIVIDUAL,6,0,"23132 Ronald Glens
Lindseyville, WY 70466"
3000, 36 months,11.99,99.63,C,C1,Project  Manager,10+ years,MORTGAGE,80000,Not Verified,Jan-16,Charged Off,debt_consolidation,Debt consolidation,27.87,Nov-94,16,0,39707,57.3,24,w,INDIVIDUAL,3,0,"524 Janice Grove Apt. 610
South Eric, AK 30723"
20000, 36 months,7.26,619.93,A,A4,Facilities manager,3 years,MORTGAGE,160000,Not Verified,Aug-15,Fully Paid,credit_card,Credit card refinancing,15.94,Sep-94,12,0,9880,49.4,23,w,INDIVIDUAL,3,0,"49897 Case Locks
Erinshire, FL 00813"
12000, 60 months,18.49,307.93,E,E2,Manager,4 years,MORTGAGE,44460,Source Verified,Nov-15,Fully Paid,credit_card,Credit card refinancing,20.84,Feb-08,15,0,10189,49.7,23,f,INDIVIDUAL,1,0,"266 Drake Knolls
Colleenchester, MI 29597"
3000, 36 months,15.8,105.18,C,C3,Dignity Health,3 years,RENT,70000,Not Verified,Jun-13,Fully Paid,debt_consolidation,Debt consolidation,14.33,May-74,12,0,7155,22,29,f,INDIVIDUAL,0,0,"3030 Bauer Burg
Whitemouth, WA 30723"
15000, 36 months,9.76,482.32,B,B3,Realtor,9 years,RENT,105000,Not Verified,Nov-15,Charged Off,credit_card,Credit card refinancing,21.86,May-04,6,0,23371,73,13,w,INDIVIDUAL,1,0,"6563 Johnson Stravenue Apt. 288
Timothyview, SC 70466"
7750, 36 months,12.53,259.37,C,C1,State Street Corp.,< 1 year,MORTGAGE,45000,Verified,May-09,Fully Paid,home_improvement,Adding a room for rent,11.01,Apr-02,10,0,1786,4.3,40,f,INDIVIDUAL,,0,"54817 Hanson Club
Lake Elizabethport, GA 70466"
12000, 36 months,10.64,390.83,B,B2,OFS ,10+ years,MORTGAGE,65000,Verified,Jul-13,Fully Paid,debt_consolidation,getting debt in order,25.61,Jun-99,10,0,95102,65.4,28,w,INDIVIDUAL,3,0,"160 Jonathan Spring
Murphyborough, SC 29597"
6000, 36 months,14.64,206.94,C,C3,laborer,8 years,RENT,27250,Verified,May-14,Charged Off,debt_consolidation,Debt consolidation,9.07,Nov-00,7,0,3936,46,13,w,INDIVIDUAL,1,0,"7679 King Lakes
Lozanoport, WV 93700"
6000, 36 months,12.99,202.14,C,C2,SAP CONSULTANT,< 1 year,RENT,120000,Verified,Nov-14,Fully Paid,vacation,Vacation,3.17,Oct-00,13,2,0,0,36,w,INDIVIDUAL,0,0,"54630 Anthony Way Suite 641
Lake Lori, PA 29597"
10400, 36 months,24.99,413.45,F,F4,Sitter,2 years,RENT,23616,Verified,Oct-14,Charged Off,debt_consolidation,Debt consolidation,23.93,Mar-97,10,0,4595,35.1,18,f,INDIVIDUAL,0,0,"1458 Jeremy Fields
Sharonhaven, AL 86630"
10000, 36 months,9.99,322.63,B,B1,Axway Inc,7 years,RENT,95000,Not Verified,Aug-11,Fully Paid,debt_consolidation,Debt Consolidation,3.75,Jul-05,2,0,2220,26.4,5,f,INDIVIDUAL,,0,"257 Reynolds Streets
East Lori, MA 48052"
28500, 60 months,18.25,727.6,E,E1,sales manager,2 years,MORTGAGE,125000,Not Verified,Aug-15,Fully Paid,debt_consolidation,Debt consolidation,16.63,May-94,13,0,36180,83,35,w,INDIVIDUAL,7,0,"79782 King Inlet Apt. 532
Christopherport, LA 00813"
10000, 36 months,15.61,349.65,D,D1,Technician ,2 years,OWN,50000,Source Verified,Sep-15,Fully Paid,home_improvement,Home improvement,15.63,Aug-05,8,0,9312,15.6,11,w,INDIVIDUAL,0,0,"4956 Joseph Falls
North Kenneth, MI 30723"
20275, 36 months,19.99,753.39,E,E1,Mortgage Underwriter,7 years,RENT,93000,Source Verified,May-14,Fully Paid,debt_consolidation,Debt consolidation,10.66,Oct-06,8,0,7511,72.9,11,f,INDIVIDUAL,0,0,"Unit 1517 Box 4938
DPO AA 05113"
6000, 36 months,12.69,201.27,C,C2,,,RENT,44640,Verified,Aug-15,Fully Paid,debt_consolidation,Debt consolidation,21.24,Jan-04,9,0,18869,98.3,17,f,INDIVIDUAL,0,0,"4393 Glen Cliffs Suite 674
Port Josephhaven, MO 22690"
11625, 60 months,18.24,296.72,D,D5,,,OWN,49029,Verified,Aug-14,Fully Paid,debt_consolidation,Debt consolidation,11.46,Oct-07,6,0,2545,28,19,w,INDIVIDUAL,0,0,"02357 Scott Turnpike
Patrickside, WV 29597"
7950, 36 months,6.89,245.08,A,A3,Graphic Artist,10+ years,MORTGAGE,72000,Source Verified,Jul-15,Fully Paid,home_improvement,Home improvement,8.15,Nov-99,7,0,28874,50.7,11,w,INDIVIDUAL,2,0,"2227 Mcdonald Passage
North Kristopher, WA 05113"
20000, 60 months,13.8,463.3,C,C4,National Oilwell Varco,4 years,MORTGAGE,76800,Verified,Apr-11,Charged Off,debt_consolidation,Get Out of Debt Free,28.58,Aug-87,12,0,18179,49.3,23,f,INDIVIDUAL,,0,"452 Julie Mountain Apt. 250
Campbellberg, VT 70466"
24000, 60 months,17.57,603.85,D,D4,Staff Sergeant,10+ years,RENT,65000,Verified,Oct-15,Charged Off,debt_consolidation,Debt consolidation,25.22,Apr-05,6,0,18399,93.9,9,w,INDIVIDUAL,0,0,"935 Carolyn Port Suite 341
North Amy, OK 93700"
32000, 60 months,18.25,816.95,E,E1,Manager,10+ years,MORTGAGE,125000,Source Verified,May-15,Fully Paid,credit_card,Credit card refinancing,19.31,Jul-97,19,0,21492,65.1,62,w,INDIVIDUAL,1,0,"884 Sanchez Motorway
Tinashire, UT 70466"
32625, 60 months,19.99,864.19,E,E3,Director,2 years,MORTGAGE,71000,Verified,Jan-15,Fully Paid,debt_consolidation,Debt consolidation,14.68,Jun-03,9,0,7867,42.5,17,w,INDIVIDUAL,0,0,"1077 Morris Dale
Cainton, NM 30723"
7975, 36 months,18.55,290.53,E,E2,assembly line worker,10+ years,MORTGAGE,40512,Source Verified,Oct-15,Fully Paid,debt_consolidation,Debt consolidation,26.28,Dec-01,8,0,10404,30,13,w,INDIVIDUAL,2,0,"27917 Mason Port
West Loganfort, NM 00813"
8000, 36 months,10.59,260.36,B,B2,Industrial Resin Recycling,< 1 year,RENT,26400,Source Verified,Sep-11,Charged Off,debt_consolidation,My off many bills for one bill loan,16.41,Feb-02,13,0,11672,34.5,27,f,INDIVIDUAL,,0,"1991 Martinez Mews Apt. 045
Valeriefurt, CA 11650"
10850, 36 months,19.72,401.68,D,D5,Boisclair Corp,10+ years,RENT,32000,Not Verified,May-13,Fully Paid,debt_consolidation,Freedom,5.29,Mar-02,4,0,8307,77.6,22,f,INDIVIDUAL,0,0,"19073 Mark Lodge Apt. 276
North Chad, IN 70466"
9800, 36 months,8.94,311.37,A,A5,D&R Electric,10+ years,MORTGAGE,75000,Source Verified,Sep-09,Fully Paid,car,to buy a truck,2.85,Feb-98,5,0,8922,40.6,25,f,INDIVIDUAL,,0,"59646 Gloria Keys Apt. 831
Port Ashleyport, MD 30723"
8000, 36 months,8.59,252.89,A,A4,precision graphics,3 years,OWN,22080,Not Verified,Dec-09,Fully Paid,debt_consolidation,consolidation,22.17,Jun-94,10,0,2815,8.5,23,f,INDIVIDUAL,,0,"7273 Matthew Squares Suite 844
Dyermouth, PA 48052"
24375, 36 months,13.11,822.59,B,B4,Honeywell Inc.,9 years,MORTGAGE,55000,Verified,Jun-13,Fully Paid,debt_consolidation,Debt consolidation pay off credit cards,17.35,May-03,12,0,16737,52.6,26,f,INDIVIDUAL,2,0,"596 Fernandez Radial
Starkside, AK 05113"
10000, 36 months,12.69,335.45,C,C2,Special Police,2 years,MORTGAGE,160000,Source Verified,Sep-15,Fully Paid,credit_card,Credit card refinancing,5.62,Aug-03,10,0,9710,65.6,24,w,INDIVIDUAL,8,0,"570 Jackson Glens Apt. 737
Lake Judith, AL 70466"
2400, 36 months,14.09,82.14,D,D1,The Polyclinic,2 years,RENT,60000,Not Verified,Dec-10,Fully Paid,car,Honda,9.74,Apr-97,3,0,17721,94.3,12,f,INDIVIDUAL,,0,"54841 Campbell Mill Suite 967
Maxwellberg, AK 00813"
35000, 36 months,12.99,1179.12,C,C1,Sr Technical Analyst,2 years,MORTGAGE,91000,Verified,Jul-14,Fully Paid,credit_card,Credit card refinancing,18.96,Aug-90,7,0,41999,69.5,20,w,INDIVIDUAL,1,0,"605 Guzman Mountains
West Karen, KS 05113"
17100, 60 months,15.61,412.31,D,D1,Retail Manager,2 years,RENT,60000,Source Verified,May-15,Fully Paid,debt_consolidation,Debt consolidation,28.88,Jul-03,21,0,5428,21.9,35,w,INDIVIDUAL,0,0,"883 Sara Common Suite 524
New Louis, GA 22690"
6000, 36 months,7.9,187.75,A,A4,"PSS World Medical, Inc",7 years,RENT,175000,Source Verified,Oct-11,Fully Paid,debt_consolidation,Debt Consolidation 720+ Credit Score,10.72,Oct-98,9,0,19506,33.2,41,f,INDIVIDUAL,,0,"210 Pamela Views
South Johnnyview, ND 29597"
16000, 60 months,12.29,358.27,C,C1,Credit Review Regional Manager,10+ years,MORTGAGE,230000,Source Verified,Oct-15,Fully Paid,debt_consolidation,Debt consolidation,22.03,Dec-98,14,0,142633,98,41,w,INDIVIDUAL,4,0,"555 Crystal Track
Richardburgh, MN 70466"
19000, 36 months,7.26,588.93,A,A4,Manager,10+ years,MORTGAGE,62000,Verified,Oct-15,Fully Paid,debt_consolidation,Debt consolidation,24.02,Feb-00,8,1,4115,50.2,24,w,INDIVIDUAL,6,1,"66926 Karen Stream
Jenkinsberg, MS 00813"
6500, 36 months,8.39,204.86,A,A5,DMV Specialist,10+ years,MORTGAGE,55000,Not Verified,Jun-14,Fully Paid,credit_card,Credit card refinancing,12.81,Aug-01,9,0,5570,85.7,36,w,INDIVIDUAL,2,0,"3143 Gross Throughway
Wellsfort, AK 70466"
16000, 36 months,9.67,513.8,B,B1,,,MORTGAGE,200000,Source Verified,Nov-13,Fully Paid,major_purchase,major purchase,24.63,Aug-01,18,0,16092,80.5,43,w,INDIVIDUAL,3,0,"135 Daniel Parks Suite 313
Johnsonchester, WY 05113"
20000, 36 months,10.64,651.37,B,B2,IBI Group,< 1 year,MORTGAGE,80000,Source Verified,Sep-13,Fully Paid,credit_card,CC Payback,15.02,Oct-99,11,0,19336,71.6,20,f,INDIVIDUAL,1,0,"234 Pena Corner
East Andrewborough, OH 05113"
16000, 36 months,13.35,541.81,C,C2,Senior Associate,3 years,RENT,90000,Not Verified,Oct-14,Fully Paid,major_purchase,Major purchase,14.98,Jul-07,9,0,6476,20.1,12,w,INDIVIDUAL,0,0,"482 Pamela Roads Suite 968
Julieberg, AL 48052"
25000, 36 months,13.22,845.02,C,C2,Allied Aviation,1 year,RENT,52000,Verified,Oct-09,Fully Paid,home_improvement,Home Improvement Loan,9,Oct-05,5,0,2951,20.6,9,f,INDIVIDUAL,,0,"336 Christina Trail
North Lindatown, AL 70466"
16650, 36 months,13.65,566.24,C,C1,police officer,10+ years,MORTGAGE,85000,Verified,Mar-14,Fully Paid,debt_consolidation,Debt consolidation,22.1,Jan-02,8,0,12373,61.6,26,w,INDIVIDUAL,2,0,"05784 Roger Branch
Wilkinsberg, UT 48052"
12000, 36 months,9.99,387.15,B,B3,Deployment Engineer,2 years,RENT,69933,Not Verified,May-15,Fully Paid,debt_consolidation,Debt consolidation,16.23,Oct-03,9,0,6926,41,21,f,INDIVIDUAL,0,0,"0089 Duran Path
Medinastad, NJ 05113"
28000, 36 months,16.78,995.22,C,C5,"Hoey & Farina, P.C.",10+ years,MORTGAGE,80000,Verified,Jul-13,Fully Paid,debt_consolidation,Debt Consolidation,10.37,Apr-96,19,0,30351,94.3,31,f,INDIVIDUAL,3,0,"714 Chen Inlet Suite 305
Whiteborough, AK 00813"
10200, 36 months,13.33,345.31,C,C3,production manager,10+ years,MORTGAGE,54000,Source Verified,Aug-15,Fully Paid,car,Credit card refinancing,7.61,Jul-97,10,0,6639,25.9,20,w,INDIVIDUAL,1,0,"093 Christopher Keys Apt. 885
Port Sarah, NH 70466"
3600, 36 months,7.49,111.97,A,A4,North Star Resource Group,9 years,RENT,32000,Source Verified,Jun-11,Fully Paid,debt_consolidation,Refinance,7.88,Jan-94,3,0,644,2.9,15,f,INDIVIDUAL,,0,"79383 Katie Summit
Walkerfurt, LA 05113"
10500, 36 months,17.57,377.34,D,D4,Police Officer,10+ years,MORTGAGE,78000,Source Verified,Jun-14,Charged Off,debt_consolidation,Debt consolidation,4.32,Dec-99,12,0,9568,43.5,25,f,INDIVIDUAL,4,0,"64314 Evan Turnpike
Kirstentown, ME 48052"
33000, 60 months,14.49,776.27,C,C4,Enterprise Account Manager,5 years,RENT,138000,Verified,Jun-14,Fully Paid,debt_consolidation,Debt consolidation,6.15,Mar-02,8,0,14284,38.1,14,f,INDIVIDUAL,0,0,"7692 Weber Inlet Suite 966
Blackburnborough, OH 05113"
9425, 36 months,8.39,297.05,B,B1,,,MORTGAGE,59148,Verified,Mar-16,Fully Paid,debt_consolidation,Debt consolidation,13.41,Jan-79,7,1,7141,32,32,f,INDIVIDUAL,4,1,"02478 Keller Valley Suite 923
Churchton, KS 29597"
8250, 36 months,12.39,275.56,C,C1,Bartender,1 year,RENT,31000,Verified,Dec-14,Fully Paid,debt_consolidation,Debt consolidation,7.98,Apr-05,5,0,8469,74.3,8,f,INDIVIDUAL,0,0,"5484 Tanner Street Apt. 167
Lake Jonathan, DC 05113"
33600, 60 months,22.99,947.01,F,F2,Analyst,< 1 year,RENT,80000,Verified,Sep-15,Fully Paid,credit_card,Credit card refinancing,15.82,Jun-03,8,0,33815,79.6,11,w,INDIVIDUAL,0,0,"328 Nicholas Crest Suite 483
North Cameron, UT 05113"
9600, 36 months,13.99,328.06,C,C4,Staff Scientist 2/ HazMat Instructor,2 years,RENT,62500,Source Verified,Jul-15,Charged Off,debt_consolidation,Debt consolidation,37.2,Jan-02,13,0,11357,52.8,19,w,INDIVIDUAL,0,0,"47199 Christopher Heights
North Codyborough, NJ 48052"
8000, 36 months,6.62,245.63,A,A2,Bistro du Midi,< 1 year,RENT,45000,Verified,Jul-12,Fully Paid,credit_card,Loan for credit repayment,28.27,Aug-02,15,0,7466,39.1,24,f,INDIVIDUAL,0,0,"65725 Carter Shore Apt. 724
Allisonside, HI 30723"
2000, 36 months,18.55,72.86,D,D2,HEAVY EQUIPMENT OPERATOR,10+ years,MORTGAGE,82000,Not Verified,Nov-13,Fully Paid,home_improvement,home improvement,16.13,Jul-85,12,1,5250,62.5,23,f,INDIVIDUAL,2,1,"59230 Charles Port Apt. 964
Deborahmouth, NH 70466"
21100, 36 months,17.57,758.28,D,D2,Surgical Technologist,6 years,RENT,59000,Source Verified,Mar-14,Fully Paid,other,Other,22.4,Oct-93,18,1,12163,46.6,28,f,INDIVIDUAL,0,1,"495 Stewart Crossing
Port Juliefort, MD 22690"
4000, 36 months,6.49,122.58,A,A2,Medical assistant,2 years,RENT,31800,Not Verified,Sep-14,Fully Paid,credit_card,Credit card refinancing,13.61,Dec-07,9,0,2647,18.4,19,f,INDIVIDUAL,0,0,"3347 Briana Fall
Boydtown, MD 70466"
35000, 36 months,12.99,1179.12,C,C2,VP,2 years,MORTGAGE,300000,Source Verified,Nov-14,Fully Paid,debt_consolidation,Debt consolidation,11.16,Sep-95,13,0,55068,100.1,38,w,INDIVIDUAL,9,0,"035 John Mall Suite 883
Lisaside, CT 48052"
4000, 36 months,12.42,133.67,B,B4,CHILDRENS HOSPITAL ,10+ years,MORTGAGE,110000,Not Verified,Feb-12,Fully Paid,credit_card,PERSONAL,14.3,Nov-97,11,0,30380,82,24,f,INDIVIDUAL,,0,"18100 Bradley Bypass
North Janicemouth, IA 05113"
4000, 36 months,15.31,139.27,C,C4,Warehouse Manager,10+ years,MORTGAGE,72000,Source Verified,Mar-14,Fully Paid,home_improvement,Home improvement,12.28,Feb-94,12,1,5682,33.8,40,w,INDIVIDUAL,3,1,"21305 Sosa Village Apt. 128
Lake Rachaelhaven, WV 00813"
10000, 36 months,10.99,327.34,B,B4,Supervisor,10+ years,MORTGAGE,98000,Source Verified,Mar-15,Fully Paid,debt_consolidation,Debt consolidation,8.54,Jul-01,5,0,5921,81.1,11,f,INDIVIDUAL,3,0,"571 Joshua Estate Suite 600
Lake Garystad, AR 48052"
16000, 36 months,11.53,527.85,B,B5,Assistant Buyer,10+ years,RENT,68000,Source Verified,Sep-15,Fully Paid,credit_card,Credit card refinancing,8,May-04,7,0,15440,66.6,12,w,INDIVIDUAL,2,0,"175 Bishop Viaduct Apt. 002
Phillipschester, AL 30723"
2400, 36 months,22.4,92.16,E,E3,Technical Trainer,10+ years,MORTGAGE,48000,Source Verified,Feb-14,Fully Paid,debt_consolidation,Debt consolidation,29.68,Nov-99,21,0,19554,46.3,50,f,INDIVIDUAL,2,0,"804 Frances Ridge
Kellyborough, CA 70466"
2500, 36 months,10.49,81.25,B,B2,Executive Admin Assistant,< 1 year,RENT,51000,Source Verified,Nov-16,Fully Paid,debt_consolidation,Debt consolidation,14.16,Sep-03,19,1,4502,35.2,22,f,INDIVIDUAL,0,1,"18846 Snyder Groves Apt. 224
Gonzalezside, KY 30723"
12000, 60 months,16.55,295.34,D,D2,Supervisor ,10+ years,MORTGAGE,55000,Source Verified,Aug-15,Fully Paid,debt_consolidation,Debt consolidation,33.67,Sep-05,23,0,27526,64,34,f,INDIVIDUAL,1,0,"29077 Hinton Valley Apt. 270
Mariastad, CT 48052"
15000, 36 months,12.29,500.3,C,C1,CFO,10+ years,MORTGAGE,65000,Not Verified,Apr-15,Fully Paid,debt_consolidation,Debt consolidation,21.99,Aug-92,15,0,31145,73.1,32,f,INDIVIDUAL,5,0,"PSC 7541, Box 2284
APO AP 05113"
22650, 36 months,13.33,766.78,C,C3,Purchasing Manager,10+ years,MORTGAGE,67408,Not Verified,Aug-15,Fully Paid,debt_consolidation,Debt consolidation,17.95,Aug-85,12,0,34987,97.2,17,w,INDIVIDUAL,3,0,"45588 Jeremy Shore Apt. 460
Lake Jasonview, IL 00813"
10000, 36 months,15.31,348.18,C,C2,Anderson Bean,10+ years,MORTGAGE,90000,Not Verified,May-13,Fully Paid,credit_card,CC Refi,18.79,Feb-04,16,0,17897,73,30,f,INDIVIDUAL,2,0,"PSC 8921, Box 9765
APO AA 30723"
18000, 36 months,12.29,600.36,C,C1,caretaker,10+ years,MORTGAGE,55000,Verified,Sep-15,Charged Off,credit_card,Credit card refinancing,26.21,Mar-02,13,0,27162,76.1,32,f,INDIVIDUAL,5,0,"26234 Linda Roads Suite 295
East Donald, UT 22690"
30000, 60 months,21.49,819.9,E,E3,Apple Computer ,< 1 year,RENT,355000,Verified,Jun-13,Fully Paid,credit_card,Debt Refinance,22.87,Jan-87,13,0,87170,90.2,37,f,INDIVIDUAL,2,0,"59152 Jason Lake
Fitzpatrickberg, FL 00813"
7200, 36 months,12.29,240.15,C,C1,Medical secretary,10+ years,MORTGAGE,50000,Not Verified,Jul-15,Fully Paid,debt_consolidation,Debt consolidation,24.1,Sep-97,9,0,6434,73.1,37,f,INDIVIDUAL,1,0,"22182 Jones Field Apt. 368
West Shanetown, ND 29597"
35000, 36 months,14.65,1207.3,C,C5,Associate,2 years,RENT,120000,Verified,Oct-15,Fully Paid,debt_consolidation,Debt consolidation,19.23,Mar-04,12,0,29017,89.8,18,w,INDIVIDUAL,0,0,"7380 Owens Wells Apt. 293
Matthewfurt, MD 30723"
3200, 36 months,10.99,104.75,B,B3,Southeastern Baptist Theological Seminar,3 years,MORTGAGE,40000,Not Verified,May-11,Fully Paid,debt_consolidation,CC Payoff,13.17,Oct-00,8,0,19425,67.7,14,f,INDIVIDUAL,,0,"212 Gomez Roads
Theresafurt, OH 22690"
12800, 36 months,11.71,423.38,B,B3,Community College,10+ years,RENT,60000,Verified,Jan-12,Fully Paid,debt_consolidation,Hard Worker Seeks Relief,24.58,Dec-84,8,0,16722,80,15,f,INDIVIDUAL,,0,"1000 Jacob Junctions Apt. 493
Penafurt, TX 30723"
18250, 36 months,13.53,619.59,B,B5,Unix / Linux System Administrator,10+ years,MORTGAGE,104000,Source Verified,Dec-13,Fully Paid,other,Mine,7.3,Oct-87,8,1,3292,20.6,22,w,INDIVIDUAL,1,1,"02198 Conner Stream Suite 452
Gardnerhaven, MI 22690"
15000, 36 months,11.67,495.86,B,B4,Attorney,10+ years,MORTGAGE,90000,Source Verified,Sep-14,Fully Paid,credit_card,Credit card refinancing,20.41,May-00,24,0,18677,75.3,31,w,INDIVIDUAL,1,0,"656 Stanton Fall Suite 621
East Jennifer, AR 05113"
8000, 36 months,13.35,270.91,C,C2,Fiber Optic Apprentice,3 years,RENT,44000,Source Verified,Jul-14,Charged Off,debt_consolidation,Debt consolidation,11.95,Dec-08,11,0,9159,53.9,17,w,INDIVIDUAL,0,0,"4537 Fowler Fords Apt. 852
Andersonberg, TX 11650"
10500, 60 months,20.99,284.01,E,E4,LPN,2 years,MORTGAGE,29200,Source Verified,Nov-14,Fully Paid,other,Other,11.47,Sep-02,8,0,7562,87.9,33,w,INDIVIDUAL,3,0,"2429 Douglas Mission Apt. 010
New Debbieland, NH 29597"
9600, 36 months,16.29,338.89,C,C4,OGE,9 years,MORTGAGE,82000,Not Verified,Sep-12,Fully Paid,debt_consolidation,Consolidation,27.96,Oct-86,18,0,20623,73.9,59,f,INDIVIDUAL,1,0,"937 Gutierrez Run Suite 218
Lake William, AK 29597"
8000, 36 months,9.49,256.23,B,B2,maintance,10+ years,RENT,40000,Not Verified,Nov-14,Fully Paid,credit_card,Credit card refinancing,15.9,Sep-86,8,0,5214,62.1,25,w,INDIVIDUAL,3,0,"81710 Jenkins Prairie Apt. 304
Brucemouth, WI 29597"
12000, 36 months,11.53,395.89,B,B5,Senior Storage Manager,1 year,OWN,87000,Not Verified,Feb-15,Fully Paid,debt_consolidation,Debt consolidation,15.86,Jan-02,10,0,11668,71.1,23,f,INDIVIDUAL,5,0,"4499 Melissa Valleys Suite 344
Port Timothyfurt, ME 00813"
26375, 60 months,20.31,703.34,D,D5,city of birmingham,8 years,OWN,60000,Verified,Jul-13,Fully Paid,debt_consolidation,Credit Card Consolidation Loan,29.06,May-93,11,0,26476,49.5,28,w,INDIVIDUAL,0,0,"7880 Samantha Plaza
North Chad, LA 30723"
19200, 60 months,12.99,436.77,C,C1,Supervisor,7 years,MORTGAGE,92000,Not Verified,Sep-14,Fully Paid,debt_consolidation,Debt consolidation,10.18,Nov-96,11,0,17022,40.1,35,f,INDIVIDUAL,5,0,"650 Stokes Ports
New Matthewbury, DE 48052"
32500, 60 months,13.65,750.34,C,C1,Stock Plan Administrator,< 1 year,OWN,105000,Verified,Apr-14,Charged Off,debt_consolidation,Debt consolidation,12.99,Jul-01,5,0,4633,21.6,24,f,INDIVIDUAL,0,0,"2507 Brenda Brook
South Brandon, MS 70466"
1000, 36 months,14.11,34.23,D,D1,J&S Masonry,10+ years,MORTGAGE,69743,Not Verified,Jun-09,Fully Paid,debt_consolidation,Steps to financial freedom!,3.63,Sep-98,6,1,9795,95.1,17,f,INDIVIDUAL,,1,"8227 Gregory Plaza Apt. 937
South Bradleyport, NY 48052"
7900, 36 months,16.99,281.62,D,D3,Agent,2 years,RENT,30000,Source Verified,Jul-14,Charged Off,debt_consolidation,Debt consolidation,32.68,Jan-05,12,0,11936,51.9,22,w,INDIVIDUAL,1,0,"6110 John Prairie
Paulburgh, KS 48052"
5075, 36 months,13.98,173.41,C,C3,medical assistant,7 years,RENT,30000,Not Verified,Jun-14,Charged Off,credit_card,Credit card refinancing,22,Dec-00,11,0,4518,56.5,29,w,INDIVIDUAL,1,0,"812 Michelle Flats Apt. 013
Mariahberg, KY 86630"
17000, 36 months,10.64,553.67,B,B2,United Healthcare,5 years,MORTGAGE,91200,Verified,Jul-13,Fully Paid,debt_consolidation,Smart Move,12.01,Jun-86,13,0,11009,44.9,28,f,INDIVIDUAL,3,0,"USCGC Shepherd
FPO AP 29597"
25000, 36 months,7.89,782.15,A,A5,"Dirctor, Recruitment",< 1 year,MORTGAGE,110000,Source Verified,May-15,Fully Paid,debt_consolidation,Debt consolidation,12.02,Apr-02,12,1,14482,28.1,19,w,INDIVIDUAL,3,0,"99221 Jennifer Pines Suite 928
Alanville, WI 00813"
12000, 36 months,14.65,413.94,C,C2,JCPENNEY,8 years,RENT,37800,Not Verified,Apr-12,Fully Paid,debt_consolidation,My Best Deal,12.92,Sep-85,7,0,5990,85.8,17,f,INDIVIDUAL,0,0,"4158 Robin Islands Apt. 962
East Ricardoville, IA 05113"
8500, 36 months,11.14,278.85,B,B2,Aldine ISD,2 years,MORTGAGE,58000,Source Verified,Jun-13,Fully Paid,debt_consolidation,payoff,10.82,May-95,6,0,11738,79.9,33,f,INDIVIDUAL,1,0,"81111 Barber Lock Suite 729
Grayborough, CA 29597"
20000, 36 months,10.99,654.68,B,B2,it manager,10+ years,MORTGAGE,133000,Verified,Oct-13,Fully Paid,credit_card,CC refi,15.75,Feb-99,8,0,27465,55.7,21,w,INDIVIDUAL,3,0,"51470 Caldwell Fall Apt. 160
Moranside, NE 00813"
9050, 36 months,15.8,317.28,C,C3,td bank,1 year,OWN,34000,Source Verified,Jan-13,Fully Paid,debt_consolidation,Debt Payoff,23.68,Sep-08,11,0,10249,59.9,12,f,INDIVIDUAL,0,0,"915 Mcgee Via
North Jamesview, MI 22690"
6600, 36 months,10.99,216.05,B,B2,AGM,7 years,MORTGAGE,101000,Not Verified,Nov-13,Fully Paid,debt_consolidation,Personal,18.55,Oct-01,8,0,5323,94.7,63,f,INDIVIDUAL,7,0,"126 Diana Avenue Suite 742
Sandramouth, MI 48052"
